-0.563192	0.145212	0.435918	-0.671111	-0.048076	-0.260428	-1.154813	-0.305756	0.187731	0.424001	-0.058109	0.386767	-0.484954	-0.694199	-1.286578	0.009973	-0.061602	0.636958	0.116067	-2.075883	0.250565	-0.201309	-0.938736	-0.159975	-1.966049	1.024117	-0.016679	-0.883498	-0.299118	-0.267651	0.632213	-0.102984	0.306453	0.91002	-0.324577	0.471351	-0.986413	-1.023072	-0.009118	0.107388	0.605012	0.480677	1.163008	-0.252932	0.015127	0.707358	-0.648322	0.327552	0.149621	-0.093944
-0.152053	-1.152526	-0.640304	0.048243	-0.463283	0.080727	-0.156458	0.358484	1.0731	-0.215607	0.28077	-1.267244	0.146488	0.398343	-0.24591	-0.616339	-0.449076	1.407728	-0.324091	0.010075	-0.369611	-0.112054	0.403055	0.418063	0.720583	1.17486	1.415209	0.585284	0.156236	0.566726	0.583164	0.100067	-0.585225	1.506313	-0.150724	-0.100663	-1.387909	-0.00954	-0.17774	0.426693	0.340584	0.096212	-0.365297	0.320517	0.029993	-0.589822	-0.541026	0.669264	-0.085511	-0.351466
-0.276712	0.006128	-0.224905	2.158079	0.053702	0.430222	0.898319	0.315656	-0.327099	0.822611	0.873072	-0.337654	0.821026	0.241129	-0.269684	-0.378361	0.274267	-0.074673	0.575475	0.971014	-0.105085	0.006691	-0.064113	-0.935008	0.632715	0.176139	-1.245816	-0.988657	0.23649	0.414796	0.685697	0.318865	0.363049	0.779571	-0.444943	0.314479	1.186485	0.804735	-0.011335	0.489019	0.709588	-0.115388	0.821505	0.767419	0.172915	-0.226479	0.149954	0.04593	0.352323	-0.285055
-0.694242	-1.647352	1.063181	0.690767	-0.149202	-0.263472	-0.37741	-0.817033	-0.524604	-0.117817	0.031163	-0.142431	-0.472349	0.516736	-0.428021	0.300858	-0.29758	-0.432992	-0.172265	-0.274788	-0.628285	-0.969001	-0.484867	-0.00393	-0.557421	-0.853909	0.146573	0.552516	0.517231	-0.251392	-0.433282	0.007926	0.1423	0.395151	-0.444187	1.048005	-0.425602	-0.130487	0.026479	0.876077	0.125679	-0.253936	0.360265	0.689061	0.263157	0.210335	0.887914	0.767765	-0.960648	-0.955953
-1.079826	-0.051007	-0.039296	-0.293332	-1.013198	-0.129669	-0.053642	-0.202645	0.482585	-0.150103	0.863917	-0.592106	0.166657	0.517729	-0.266753	0.115708	0.586648	0.012198	1.12589	-0.00976	-0.600946	0.080876	0.631332	-0.233888	0.31074	0.468295	0.825238	-0.55206	-0.087769	-0.3147	-0.139753	-0.192127	-0.736434	0.493283	0.39825	-0.115091	-1.519803	0.169556	0.023177	0.458851	0.070086	-0.151084	0.154558	0.098595	-0.284165	0.749103	1.082738	0.283271	-0.228712	-1.204095
0.84436	-0.640656	0.039162	-0.944228	0.303232	-0.601158	-0.43605	-0.386436	0.512672	0.274823	0.40463	-0.864326	0.953293	0.170245	-0.741814	-0.076322	0.282932	0.967337	0.047781	-0.51596	0.576176	0.486177	0.122651	0.399719	-0.153225	0.081186	-0.04745	0.03563	-0.559169	0.185778	0.047076	-0.31838	-0.780853	-0.658853	-0.482817	-0.122492	0.331553	0.286837	0.056882	0.080494	-0.109781	-1.624671	0.394993	0.055584	0.375862	-0.112842	-1.533172	0.650711	-1.206522	-1.08872
-0.628789	0.363264	-1.413816	-0.904937	-0.161746	0.117885	-0.256138	1.409917	-0.800978	0.161486	-0.694623	0.414101	-0.621115	-0.645251	0.932034	0.099286	0.486202	0.330293	-0.041815	-0.206462	-0.116323	-0.896189	0.812399	-0.746808	0.807189	-0.60677	0.727037	1.012067	-0.127993	-0.904729	0.351551	-0.284709	-1.434744	0.612592	-0.155764	-0.001223	0.255108	-1.01584	1.472523	-0.109595	0.006771	-0.392488	0.557369	-0.527286	0.58643	-0.277372	0.55974	-0.18603	0.465714	-1.045683
-0.260633	0.52096	-0.608026	-0.979333	-0.641697	-0.249838	-0.711234	0.291607	0.680541	-0.205807	0.300964	0.055243	-0.33452	0.633861	1.597757	0.493816	-1.133494	-0.951333	0.2434	0.066194	-0.56528	-1.353004	0.810332	0.120004	0.568984	0.306385	-0.146959	0.797849	0.414002	-0.419933	-0.732133	-0.288284	-0.125675	0.080566	0.998418	-0.275252	-0.826971	0.380905	-1.686499	-0.164786	0.547506	-1.136771	-0.70642	-0.811034	0.494772	0.662981	-0.192175	0.51868	0.744314	-0.238607
0.05642	1.186649	-0.153432	1.351465	-0.910066	-0.182249	-1.142475	0.758522	0.052636	-0.353212	-0.330125	0.204635	0.322089	-0.886427	0.380246	-0.323592	-0.015369	0.02775	-0.567144	-0.328534	-0.470963	-0.761388	0.25659	-0.299496	0.055361	-0.696822	-0.527652	-0.903464	-0.439997	-0.030577	-0.149316	0.579426	0.14889	-0.491665	-0.619061	-0.164026	0.463922	0.693323	-0.313061	-0.567748	0.822096	-0.007942	0.251566	0.735155	0.631789	-0.049489	-1.112396	-0.023507	0.408939	0.975988
0.997828	0.95541	0.52768	0.144771	-0.097817	-0.30803	-0.772745	1.037938	0.029158	0.100896	0.663688	0.391402	0.941767	-0.426803	0.31066	-0.510635	0.20605	-0.310347	-0.038523	-1.266392	0.557803	0.504791	-0.582878	1.445124	-0.541153	0.905106	-0.107934	0.745133	-0.453615	0.28014	-1.117884	-0.556574	0.801806	0.042614	-0.286017	0.021512	0.086795	-0.573923	0.274949	0.028471	0.229645	0.208214	0.871048	0.025811	-0.197756	0.351341	-0.974021	-0.981814	-1.037416	-0.288255
