1.288028	2.782985	0.683688	1.873147	3.37524	1.915417	0.18038	-0.066341	1.334719	1.604524	-1.451035	0.389664	1.930499	3.259612	0.203751	-0.214614
1.97736	2.342036	-0.205526	-0.277608	2.164787	0.180896	-0.193349	0.470855	0.496849	0.72786	-0.373893	0.027046	2.270958	3.111531	-0.352498	1.260571
0.288589	1.459759	0.676085	0.605106	2.68056	1.285239	0.041681	0.175811	1.280922	1.823558	-1.098365	0.095734	0.75481	3.214154	1.328519	0.883316
1.990684	1.816942	0.648608	-0.883749	2.396248	2.173377	-0.313168	-0.050078	2.499845	2.468968	-0.85076	-0.566089	2.166426	0.995126	-0.233026	0.828829
3.111835	2.238218	0.527725	-0.979252	2.28003	2.000317	0.29959	1.142459	1.635723	1.917322	0.374544	0.81985	3.260992	0.888301	0.71867	-0.269974
1.524206	2.420824	-0.818828	0.340338	1.212313	2.025106	-0.562954	-0.630148	0.495303	2.000012	0.344204	-0.18739	0.917665	0.735949	-0.711423	0.750193
1.016825	0.491053	0.770223	0.962529	1.717135	0.930609	-0.59106	0.418835	2.342726	3.016537	0.39882	0.184409	1.296999	2.921677	-0.213056	0.402343
2.646367	3.073922	-0.446583	-0.86426	0.718363	2.089918	-0.688804	0.218261	2.811315	0.498405	0.667238	1.501982	2.396129	1.137229	-0.364163	1.158129
2.626951	1.014197	0.111425	-0.030745	0.849011	2.529492	0.123314	1.149484	2.427326	3.094885	0.792041	-0.029807	2.08595	1.992441	0.488323	0.274332
2.465024	2.782263	-0.353198	-1.448432	2.355652	2.497607	0.074513	0.867969	3.336385	1.84516	-0.407632	-1.103267	1.717663	1.574291	0.754278	-0.715436
2.702731	1.653143	0.02783	0.464351	2.545422	1.367706	-0.934943	-0.882937	1.39358	2.130816	0.21642	1.1709	1.491525	2.198379	-1.379365	-1.168342
2.617467	2.861586	-0.407045	0.048681	3.168047	3.568947	0.051485	-0.135039	1.257424	2.160999	-2.137391	0.416109	0.001277	2.224164	-0.766246	-1.073867
2.657807	1.574239	0.082328	-1.220817	2.879926	-0.240257	0.86814	-0.594325	0.987247	1.446009	-1.907119	0.769341	2.175333	1.826993	1.122395	-0.723355
3.026091	3.443198	-1.092469	0.021704	2.655165	2.291182	-1.364633	0.071451	1.683052	2.350558	0.330691	-0.180838	3.557784	0.148905	-0.728715	0.821509
0.931602	2.259142	-0.450271	0.847152	2.939738	2.439772	-1.51268	1.427329	3.777963	1.888977	0.460454	-0.534525	1.162464	2.158828	-0.583704	-0.140827
1.321215	1.012968	-0.536712	-0.587508	1.804268	1.917164	-0.601468	-0.259026	1.860217	2.094311	-0.594312	1.083084	1.447039	0.982607	0.100222	-0.555825
1.825617	1.727833	1.573187	-2.071674	1.240607	1.479356	-1.593367	-0.401863	1.513588	1.958743	0.206737	1.436801	2.144089	3.485871	0.342057	0.324651
1.60616	1.400186	-0.018326	-0.283367	1.433313	0.971355	-0.138103	-0.155775	1.697373	4.682635	-0.728594	0.043521	3.032502	2.404495	-1.026625	-0.322174
1.64151	1.717005	1.389379	0.148769	2.890647	3.11216	-0.765327	0.789225	2.458043	1.393803	0.177963	0.297343	1.928006	1.758494	-1.099102	-1.233566
2.65487	2.061979	0.034145	0.465372	2.013421	1.840539	-0.494243	1.248299	2.191756	1.473141	0.216676	0.376612	2.668256	2.433231	-0.500851	-0.467895
1.714066	1.62995	1.751371	-0.513008	2.941173	0.217443	-2.22158	0.284266	0.810737	2.839346	-0.177105	0.225171	2.246017	1.3932	-0.104158	0.317493
1.996837	1.087695	0.50065	-0.154663	2.813657	0.805969	-0.910257	0.412065	0.485299	2.047792	-0.909233	0.063095	0.248961	1.395668	0.530722	1.94493
0.408184	2.953688	-2.293772	0.176109	4.088681	1.222679	-0.018478	-0.648964	3.056389	2.71415	-0.898141	-1.339741	1.224044	2.151947	0.89115	0.012418
0.74259	2.627275	-0.557656	0.849659	2.253396	2.513946	0.312612	0.353445	0.886294	2.626313	-1.010747	0.11701	2.305729	2.426316	1.648892	1.305377
1.449279	2.323112	0.016125	1.766636	1.275635	2.254728	-0.903869	-1.207493	0.5782	1.990605	-0.132125	-0.533188	2.772781	0.459071	0.586387	-0.513628
2.396688	0.663583	1.311714	0.504987	1.253704	1.179309	-0.160079	-0.382322	2.218516	1.145082	0.774324	0.625826	1.376715	1.641193	0.32843	-1.351747
1.956895	2.937452	-1.304878	-0.014436	1.794143	1.708437	0.512158	-0.69202	0.874112	3.314052	-0.380479	0.604213	1.773596	0.884188	-0.427815	-1.305165
1.063482	2.541896	0.558496	0.082763	2.518864	2.4981	-0.497499	1.10006	1.937457	1.528448	-2.187441	-0.262054	2.660084	3.019997	-0.338097	-0.488794
1.237345	2.525367	0.137934	1.559538	0.743475	1.938133	-0.051816	1.185314	-0.328391	1.035759	0.489752	-0.440168	1.727339	1.356785	0.77404	-0.055714
1.284344	1.146075	-0.575724	1.337682	3.38919	1.215386	0.465878	0.759395	1.633336	0.634906	-0.886064	-0.863996	2.099717	3.107336	0.054232	0.078414
1.377246	1.295928	0.382166	-0.985966	2.178218	2.773793	-1.035667	1.424471	0.957777	2.936553	1.649282	-0.610313	2.151463	2.191033	-0.830322	-0.240811
2.521026	2.778799	0.405646	0.095499	1.494509	1.490903	0.511558	0.103006	1.029367	1.725593	-1.83526	-1.087926	2.605821	2.016379	-0.788737	-0.011605
2.353466	2.430517	-0.580315	-0.096206	0.910637	1.883228	-1.102824	0.629976	1.167976	2.128272	-1.09967	0.055647	1.375328	1.605425	-0.947785	-0.22265
1.612599	1.495469	0.650092	-0.60725	-0.06863	2.005316	-0.705066	-0.320517	1.665238	2.065933	0.21275	0.771791	2.642719	2.607356	-0.691294	-2.638807
3.457347	2.970672	0.086103	-0.228731	3.144566	1.882267	0.66656	0.253806	1.456092	1.872886	-1.018046	-0.290477	1.707849	0.356138	-0.711643	-0.025278
1.382077	3.042362	0.11353	-0.682769	2.30047	2.243652	-0.875244	0.039543	2.425574	1.662992	-0.770165	-0.021302	2.237874	2.133583	-0.604504	0.370553
2.555236	2.630508	0.166128	-2.243146	1.167422	1.751201	-0.118321	0.944169	0.774751	3.903305	-0.512959	0.060591	0.427611	2.21764	0.239099	0.201225
2.694989	1.194281	0.352718	-0.742302	3.172953	2.171948	1.008079	0.228688	0.926301	2.143053	-0.15572	0.363303	1.389775	2.27221	-1.567015	-0.882081
1.457081	2.423877	-0.375285	0.817144	2.308944	0.270237	-0.199732	-1.118938	2.728447	2.910476	0.202862	0.615211	3.070741	1.309372	0.217575	-0.519254
1.383903	3.171582	0.566952	-0.083019	2.614115	1.499389	0.710181	0.459115	1.489926	1.166727	-0.429841	0.422975	2.568386	2.013488	-1.110578	-0.264105
2.693851	0.960996	0.725947	-1.121133	1.172593	1.942383	0.286983	-0.161199	1.74022	0.6869	1.435665	0.216105	2.13342	2.144416	-0.774841	-0.098158
3.218344	0.588442	0.849987	-0.250597	2.34847	2.96049	-0.505348	-0.000488	1.028826	1.917768	0.652083	0.192536	3.146992	1.761558	0.172113	-0.285378
1.596614	2.010477	0.652335	-0.236731	1.149721	1.336661	1.617297	1.196274	2.053278	1.403866	-0.55763	0.10187	2.114908	2.587339	-0.800354	-0.892121
1.568243	2.940194	-1.251897	-1.015338	2.4707	1.271261	-0.277084	0.844302	0.911525	3.285522	0.095492	1.232087	1.842587	2.346288	-0.241952	0.510577
3.138239	3.066102	-0.481476	-0.152519	1.748333	1.859853	-0.873623	1.257456	3.488226	2.21154	-1.501332	0.709318	3.613996	1.993614	0.502371	-0.594253
1.516002	0.783472	0.441905	0.052106	3.068418	2.274418	1.358202	-1.023511	1.89447	1.854783	0.351573	-1.301732	1.946823	2.411276	-0.292241	0.083933
1.841548	0.831496	0.409653	-0.435342	2.395703	2.339607	-0.160173	-0.28861	2.696944	1.660319	-0.469841	1.095741	2.67298	2.274546	-0.579741	0.237158
3.215234	2.872493	0.301179	1.517256	2.047394	2.921994	-0.969963	-0.173671	0.922339	2.710217	-0.668547	0.96276	0.89311	1.409416	0.276365	-0.056571
1.407619	-0.243129	-0.767576	2.086952	3.11605	1.591822	-0.69248	-0.918973	2.587924	2.435664	0.100833	0.962709	1.25635	2.166729	0.330371	-0.718276
1.646411	2.278395	0.029309	0.189302	1.448444	2.126351	-1.270259	-0.278282	1.363352	2.322955	0.191881	-0.045005	2.71577	1.160317	-1.330262	-0.448691
1.207382	2.334488	0.913412	-1.148432	2.659773	0.706073	-0.115852	-1.080249	1.196739	2.681209	-1.228368	0.5163	1.898517	2.221321	-0.216638	-0.411479
1.68333	1.853874	0.464057	0.432102	1.655868	1.897753	-0.43338	-1.49641	1.351816	1.931611	0.430895	0.763368	3.400089	0.589083	-0.57261	0.187399
0.874436	2.204334	-0.058409	0.086425	1.992298	1.347781	0.402892	0.401179	2.025035	0.566067	-1.229536	1.017553	2.256092	2.267615	0.032357	0.83513
1.808397	1.370845	-0.167274	0.577311	1.539626	2.221108	-1.877647	1.111424	2.18197	1.236139	-0.611354	0.405719	2.989654	1.996964	-0.201502	-0.251945
